0 7 0 4 1 575 2060 2029 1960547517959
0 7 0 5 1 490 2058 2019 1960547517959
0 7 0 6 1 509 2060 2030 1960547517959
0 7 0 7 1 585 2061 2027 1960547517959
0 7 0 8 1 582 2062 2016 1960547517959
0 7 0 9 1 533 2064 2011 1960547517959
0 7 0 10 1 486 2064 2011 1960547517959
0 7 0 11 1 496 2062 2011 1960547517959
0 7 0 12 1 587 2064 2006 1960547517959
0 7 0 13 1 571 2059 2012 1960547517959
0 7 1 7 1 349 2078 2029 1960547567958
0 7 1 8 1 352 2092 2043 1960547567958
0 7 1 9 1 372 2067 2036 1960547567958
0 7 1 10 1 355 2040 2025 1960547567958
0 7 1 11 1 354 2056 2016 1960547567958
0 7 1 12 1 360 2060 2023 1960547567958
0 7 1 13 1 377 2047 2023 1960547567958
0 7 0 4 1 574 2077 2038 1960547567959
0 7 0 5 1 488 2056 2016 1960547567959
0 7 0 6 1 509 2064 2043 1960547567959
0 7 0 7 1 587 2081 2026 1960547567959
0 7 0 8 1 584 2075 2026 1960547567959
0 7 0 9 1 539 2056 2019 1960547567959
0 7 0 10 1 491 2070 2028 1960547567959
0 7 0 11 1 495 2072 2032 1960547567959
0 7 0 12 1 587 2073 2021 1960547567959
0 7 0 13 1 576 2067 2014 1960547567959
0 7 0 4 1 571 2072 2030 1960547617965
0 7 0 5 1 502 2079 2040 1960547617965
0 7 0 6 1 499 2083 2019 1960547617965
0 7 0 7 1 584 2059 2013 1960547617965
0 7 0 8 1 582 2072 2001 1960547617965
0 7 0 9 1 530 2065 2015 1960547617965
0 7 0 10 1 486 2090 2043 1960547617965
0 7 0 11 1 488 2083 2038 1960547617965
0 7 0 12 1 586 2083 2034 1960547617965
0 7 0 13 1 573 2087 2024 1960547617965
0 7 1 7 1 349 2096 2026 1960547617965
0 7 1 8 1 350 2086 2035 1960547617965
0 7 1 9 1 370 2089 2036 1960547617965
0 7 1 10 1 355 2065 2038 1960547617965
0 7 1 11 1 355 2086 2038 1960547617965
0 7 1 12 1 361 2088 2035 1960547617965
0 7 1 13 1 376 2078 2045 1960547617965
0 7 1 7 1 348 2068 2009 1960547667963
0 7 1 8 1 353 2075 2015 1960547667963
0 7 1 9 1 374 2084 2019 1960547667963
0 7 1 10 1 355 2056 2028 1960547667963
0 7 1 11 1 356 2064 2022 1960547667963
0 7 1 12 1 362 2069 2015 1960547667963
0 7 1 13 1 376 2056 2027 1960547667963
0 7 0 4 1 571 2056 2026 1960547667964
0 7 0 5 1 505 2062 2013 1960547667964
0 7 0 6 1 505 2056 2029 1960547667964
0 7 0 7 1 585 2081 2011 1960547667964
0 7 0 8 1 583 2055 2000 1960547667964
0 7 0 9 1 532 2065 2019 1960547667964
0 7 0 10 1 490 2064 2008 1960547667964
0 7 0 11 1 487 2056 2006 1960547667964
0 7 0 12 1 585 2058 2003 1960547667964
0 7 0 13 1 571 2058 2022 1960547667964
0 7 1 7 1 348 2086 2029 1960547717965
0 7 1 8 1 353 2099 2043 1960547717965
0 7 1 9 1 373 2072 2035 1960547717965
0 7 1 10 1 356 2051 2028 1960547717965
0 7 1 11 1 354 2070 2022 1960547717965
0 7 1 12 1 361 2072 2027 1960547717965
0 7 1 13 1 377 2060 2028 1960547717965
0 7 0 4 1 574 2052 2000 1960547717966
0 7 0 5 1 510 2075 2038 1960547717966
0 7 0 6 1 506 2083 2032 1960547717966
0 7 0 7 1 582 2077 1990 1960547717966
0 7 0 8 1 582 2072 1995 1960547717966
0 7 0 9 1 522 2078 2008 1960547717966
0 7 0 10 1 489 2091 2041 1960547717966
0 7 0 11 1 485 2078 2030 1960547717966
0 7 0 12 1 584 2080 2028 1960547717966
0 7 0 13 1 571 2086 2028 1960547717966
0 7 0 4 1 573 2056 2008 1960547767964
0 7 0 5 1 502 2078 2040 1960547767964
0 7 0 6 1 503 2064 2019 1960547767964
0 7 0 7 1 587 2056 2011 1960547767964
0 7 0 8 1 580 2051 2017 1960547767964
0 7 0 9 1 532 2059 1995 1960547767964
0 7 0 10 1 492 2067 2013 1960547767964
0 7 0 11 1 488 2067 2014 1960547767964
0 7 0 12 1 585 2069 2008 1960547767964
0 7 0 13 1 573 2062 2032 1960547767964
